6.258110000000000062e-02 2.919563152254120247e-04
6.238740000000000258e-02 3.979196401285083019e-04
6.202480000000000493e-02 2.697175559729117988e-04
6.295599999999998420e-02 6.007794936580295635e-04
6.236840000000000439e-02 3.847365852112347748e-04
6.269359999999998823e-02 5.899340980143459546e-04
6.272479999999999722e-02 3.634935487735650532e-04
6.300619999999999832e-02 4.131839299876028954e-04
6.216839999999999172e-02 7.347497805375648476e-04
6.283100000000001184e-02 3.469668572068494868e-04
6.238710000000000783e-02 3.642338397238810269e-04
6.235600000000000170e-02 6.188788249730329269e-04
6.263100000000000611e-02 4.579421360827144066e-04
6.301230000000000719e-02 2.927435908777493295e-04
6.236220000000001346e-02 5.747760955363401649e-04
6.279980000000000284e-02 5.036690977219070555e-04
6.328100000000000391e-02 5.748573736154017613e-04
6.314340000000000230e-02 3.699354538294467344e-04
6.337469999999999215e-02 2.837583655154484233e-04
6.337470000000000603e-02 5.054392248332121576e-04
6.279970000000001384e-02 3.033130560988102093e-04
6.358099999999999863e-02 4.872740502017307903e-04
6.211220000000000629e-02 4.477639556730774058e-04
6.450590000000000490e-02 4.501871721850811935e-04
6.400599999999999346e-02 2.911374245953286376e-04
6.282459999999999434e-02 6.560373769839619989e-04
6.386240000000001360e-02 4.189988544137076068e-04
6.299350000000000782e-02 6.938784115390799270e-04
6.364359999999999462e-02 5.383839150643322758e-04
6.364980000000000637e-02 5.667208836808446939e-04
6.361839999999999162e-02 5.885764521283498932e-04
6.350599999999997913e-02 5.930733512812710580e-04
6.273090000000000610e-02 4.192713798961221331e-04
6.508719999999998396e-02 2.392750718315660066e-04
6.328100000000000391e-02 6.244485567282537708e-04
6.369339999999999724e-02 5.792773429023419414e-04
6.384969999999999535e-02 4.386670833331347786e-04
6.434359999999998692e-02 5.231799308077496975e-04
6.434959999999997904e-02 5.585517343988846001e-04
6.386229999999999685e-02 4.347284324725052382e-04
6.256840000000001012e-02 6.798435408239174044e-04
6.405610000000000470e-02 6.853601170187819096e-04
6.343100000000000127e-02 3.092507073556982752e-04
6.478730000000000600e-02 6.398115425654636980e-04
6.493709999999999760e-02 5.512542879651823437e-04
6.529980000000000506e-02 3.292530333952896804e-04
6.657480000000000342e-02 5.882750717139070308e-04
6.536220000000000918e-02 3.434276634169154143e-04
6.569350000000000189e-02 6.278473142412907115e-04
6.559339999999999615e-02 5.200406137985758102e-04
6.643730000000000468e-02 5.788728789639394166e-04
6.639980000000000881e-02 5.311285720049328547e-04
6.704350000000000587e-02 6.110583032739178499e-04
6.716229999999999423e-02 6.604799845566879709e-04
6.792469999999999064e-02 5.137108233237843791e-04
6.738730000000001108e-02 6.019956893533386522e-04
6.826859999999999873e-02 6.476744861425370262e-04
6.909350000000000214e-02 7.133142715521658935e-04
6.863099999999999756e-02 3.732438880946327094e-04
6.998109999999999054e-02 6.667521953469650060e-04
6.828100000000000835e-02 5.556176743049121491e-04
7.042479999999999574e-02 5.263863220107426128e-04
6.980589999999999018e-02 3.300431638437614453e-04
7.077479999999999882e-02 8.465503883408217979e-04
7.089350000000001206e-02 4.793925844232462138e-04
7.171220000000000372e-02 7.599523406109100730e-04
7.319969999999999255e-02 8.685843712616538427e-04
7.361859999999999238e-02 8.684971157119641830e-04
7.324979999999998992e-02 9.126130395737291120e-04
7.303740000000000232e-02 7.628696087799040956e-04
7.426850000000000118e-02 7.956081007631830111e-04
7.698099999999999388e-02 7.714991898894014381e-04
7.721849999999999548e-02 1.255345470378574357e-03
7.815600000000000325e-02 8.941398100968305038e-04
7.888100000000000667e-02 7.366213409887048492e-04
7.776220000000001742e-02 7.259700820281779141e-04
7.819980000000001374e-02 1.097835397498185105e-03
7.979350000000000331e-02 7.343311582658051517e-04
7.917470000000000063e-02 8.793172408181218567e-04
7.849350000000002159e-02 7.957809057774605779e-04
8.014979999999999327e-02 5.989136498694948773e-04
8.077480000000000770e-02 1.247185856237954934e-03
8.183729999999998783e-02 6.721077368993760674e-04
8.291859999999999509e-02 1.630997314528753218e-03
8.019959999999999589e-02 1.166944745907020665e-03
8.155600000000000349e-02 9.279876076758781676e-04
8.353099999999999414e-02 1.213563348161108852e-03
8.632480000000000708e-02 1.435206452047924335e-03
8.559980000000000366e-02 1.155617826099958247e-03
8.528720000000000745e-02 1.205735277745490983e-03
8.236230000000001328e-02 1.412007014855098551e-03
8.854990000000000083e-02 1.543038006660884566e-03
8.484359999999999125e-02 1.186620090846263447e-03
8.559969999999998691e-02 1.386877359394117883e-03
8.642469999999999319e-02 7.672508129679609908e-04
8.771860000000000768e-02 1.305734368085636424e-03
8.644979999999999332e-02 1.624289863294108406e-03
